Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
79188,"Art Bridge: New York, Cologne, New York: 50 Years of Transatlantic Dialogue",1:0,562,4:1,total:1,2,2,Ernst Wasmuth Verlag,0,2002,,Bill Arning,4.0,2:0,5:0,3803033020,3:0
79189,Monster Mama,1:13,32,4:101,total:356,24,2,Puffin,60,1997,,Liz Rosenberg,4.21,2:15,5:185,0698114299,3:42
79190,"Who Is Your Favorite Monster, Mama?",1:3,32,4:21,total:53,1,4,Hyperion Books for Children,8,2006,,Barbara Shook Hazen,3.6,2:5,5:11,0786818107,3:13
79191,"My Mama Says There Aren't Any Zombies, Ghosts, Vampires, Creatures, Demons, Monsters, Fiends, Goblins, or Things",1:4,48,4:130,total:415,1,7,Atheneum Books for Young Readers,42,1973,eng,Judith Viorst,4.08,2:15,5:170,0689301022,3:96
79193,Waylon: An Autobiography,1:7,418,4:292,total:752,1,9,Warner Books,50,1996,eng,Waylon Jennings,4.18,2:16,5:313,0446518654,3:124
79194,Business Ethics: Case Studies and Selected Readings,1:4,624,4:9,total:34,9,5,South Western Educational Publishing,0,2005,,Marianne Moody Jennings,3.68,2:2,5:12,0324204892,3:7
79196,A Godly Hero: The Life of William Jennings Bryan,1:7,374,4:137,total:337,13,3,Anchor Books,33,2007,,Michael Kazin,3.7199999999999998,2:21,5:71,0385720564,3:101
79198,"Mama's Boy, Preacher's Son: A Memoir",1:6,267,4:109,total:275,1,8,Beacon Press (MA),28,2006,,Kevin Jennings,4.05,2:7,5:100,0807071463,3:53
79199,Theatre for Young Audiences: 20 Great Plays for Children,1:3,624,4:20,total:43,1,3,St. Martin's Griffin,1,2005,,Coleman A. Jennings,3.98,2:0,5:14,0312337140,3:6
79203,Spangle,1:7,869,4:228,total:706,1,10,Atheneum Books,39,1987,,Gary Jennings,4.14,2:41,5:317,068911723X,3:113
79205,Sangre Azteca/ Aztec Blood,1:32,791,4:538,total:1549,30,6,Planeta Publishing,0,2006,,Gary Jennings,3.79,2:119,5:431,840805127X,3:429
79210,Otoño Azteca,1:41,488,4:993,total:2644,1,6,Planeta,0,2002,,Gary Jennings,3.7800000000000002,2:169,5:662,8408044001,3:779
79212,The Treasure of the Superstition Mountains,1:0,247,4:2,total:4,31,12,W. W. Norton & Company,0,1973,,Gary Jennings,3.5,2:0,5:0,039308678X,3:2
79213,The Terrible Teague Bunch,1:0,224,4:7,total:25,1,2,Avon Books,3,1982,,Gary Jennings,3.96,2:1,5:9,0380579278,3:8
79218,Sow the Seeds of Hemp,1:0,287,4:9,total:19,1,1,W. W. Norton & Company,0,1976,,Gary Jennings,4.32,2:0,5:8,0393087336,3:2
79232,"Holocausto Asteca (Aztec, #2)",1:0,672,4:1,total:9,1,1,Record,0,2003,por,Gary Jennings,4.89,2:0,5:8,8501064025,3:0
79238,Fort Miles (Images of America: Delaware),1:0,128,4:1,total:1,25,1,Arcadia Publishing (SC),0,2006,eng,Gary Wray,4.0,2:0,5:0,0738541958,3:0
79239,LabVIEW Graphical Programming,1:1,608,4:2,total:7,1,8,McGraw-Hill Education,0,2006,,Gary W. Johnson,3.43,2:1,5:2,0071451463,3:1
79242,What Style Is It?: A Guide to American Architecture,1:1,152,4:24,total:63,6,10,Wiley,7,2003,,John C. Poppeliers,3.48,2:8,5:8,0471250368,3:22
79243,Under Every Roof: A Kid's Style and Field Guide to the Architecture of American Houses,1:0,112,4:6,total:12,1,9,Wiley,2,1993,,Patricia Brown Glenn,4.33,2:0,5:5,0471144282,3:1
79245,"Identifying American Architecture: A Pictorial Guide to Styles and Terms, 1600-1945",1:1,118,4:6,total:18,6,10,Altamira Press,3,1995,eng,John J.-G. Blumenson,4.22,2:0,5:9,0761991433,3:2
79248,"Highlights of Recent American Architecture: A Guide to Contemporary Architects and Their Leading Works Completed, 1945-1978",1:0,230,4:0,total:0,1,1,Scarecrow Press,0,1982,,Sylvia Hart Wright,0.0,2:0,5:0,0810815400,3:0
79249,New Essays on Moby-Dick,1:0,192,4:5,total:12,30,4,Cambridge University Press,2,1987,,Richard H. Brodhead,3.83,2:1,5:3,0521317886,3:3
79250,"The Errant Art of Moby-Dick: The Canon, the Cold War, and the Struggle for American Studies",1:0,392,4:1,total:6,30,6,Duke University Press Books,0,1995,,William V. Spanos,4.17,2:0,5:3,0822315998,3:2
79251,Moby Dick,1:39792,512,4:121452,total:464538,1,8,Wildside Press,2,2004,,Herman Melville,3.5,2:59338,5:124680,0809567288,3:119276
79252,A History of American Architecture: Buildings in Their Cultural and Technological Context,1:1,368,4:14,total:31,1,7,University Press of New England,3,2001,,Mark Gelernter,3.87,2:1,5:8,1584651369,3:7
79253,A Concise History Of American Architecture,1:0,432,4:24,total:69,15,10,Westview Press,2,1980,,Leland M. Roth,3.67,2:10,5:16,0064300862,3:19
79254,American Architecture: A History,1:0,608,4:24,total:69,6,2,Westview Press,2,2003,,Leland M. Roth,3.67,2:10,5:16,0813336627,3:19
79257,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,1:186,181,4:6209,total:21780,1,5,Pocket Books,140,1988,eng,Neil Gaiman,4.3,2:584,5:11538,0671664263,3:3263
79259,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide #1),1:28739,323,4:397635,total:1354528,1,4,Pan Publishing,100,2005,eng,Douglas Adams,4.22,2:54344,5:684989,0330437984,3:188821
79260,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide, #1)",1:28739,224,4:397635,total:1354528,1,1,Listening Library,30,2006,,Douglas Adams,4.22,2:54344,5:684989,1415922543,3:188821
79261,North American Indian Art,1:0,224,4:10,total:29,17,6,Thames  Hudson,4,2004,,David W. Penney,4.0,2:1,5:10,0500203776,3:8
79262,Art Worlds,1:5,371,4:83,total:233,26,4,University of California Press,12,1984,,Howard S. Becker,3.91,2:10,5:74,0520052188,3:61
79263,"Art: The World of Art, from Aboriginal to American Pop, Renaissance Masters to Postmodernism",1:0,512,4:8,total:18,1,9,Watson-Guptill Publications,2,2002,,Robert James Belton,4.17,2:1,5:7,0823003426,3:2
79264,Internet Art,1:0,224,4:27,total:71,17,6,Thames  Hudson,2,2004,,Rachel Greene,3.56,2:9,5:11,0500203768,3:24
79266,Caribbean Art,1:0,224,4:9,total:29,1,5,Thames & Hudson,1,1998,,Veerle Poupeye,4.1,2:1,5:12,0500203067,3:7
79268,Aboriginal Art,1:0,232,4:33,total:58,17,6,Thames  Hudson,3,2003,,Wally Caruana,3.93,2:1,5:11,0500203660,3:13
79269,Art in the World,1:0,516,4:0,total:5,2,1,Cengage Learning,0,1993,,Stella Pandell Russell,4.6,2:0,5:4,0030765439,3:1
79270,Gerhard Richter: Forty Years of Painting,1:2,336,4:78,total:266,2,2,Museum of Modern Art,11,2002,eng,Gerhard Richter,4.38,2:4,5:148,189102437X,3:34
79271,Gerhard Richter: Atlas,1:0,862,4:25,total:109,30,11,Distributed Art Publishers (DAP),9,2011,,Gerhard Richter,4.5600000000000005,2:1,5:73,1933045477,3:10
79272,"Richter's Scale: Measure of an Earthquake, Measure of a Man",1:1,335,4:7,total:19,22,1,Princeton University Press,3,2007,,Susan Elizabeth Hough,3.37,2:2,5:2,0691128073,3:7
79273,CLR via C#,1:4,693,4:227,total:975,1,3,Microsoft Press,6,2006,en-US,Jeffrey Richter,4.57,2:15,5:664,0735621632,3:65
79274,The Critical Tradition: Classic Texts and Contemporary Trends,1:7,2075,4:130,total:330,22,3,Bedford/St. Martin's,25,2006,,David H. Richter,4.05,2:12,5:121,0312415206,3:60
79275,The Fields,1:7,169,4:477,total:1210,1,5,Ohio University Press,96,1991,en-US,Conrad Richter,4.23,2:17,5:521,0821409794,3:188
79276,The Applied Microsoft® .NET Framework Programming in C# Collection,1:1,640,4:24,total:64,14,5,Microsoft Press,0,2003,,Jeffrey Richter,4.08,2:3,5:25,0735619751,3:11
79277,The Daily Practice of Painting: Writings 1960-1993,1:3,288,4:69,total:210,5,12,MIT Press (MA),12,1995,,Gerhard Richter,4.35,2:2,5:111,026268084X,3:25
79278,Reliability Engineering and Risk Analysis: A Practical Guide,1:1,542,4:2,total:13,1,8,CRC Press,0,1999,,Mohammad Modarres,3.15,2:2,5:2,0824720008,3:6
79279,What Every Engineer Should Know about Reliability and Risk Analysis,1:0,351,4:0,total:4,23,11,CRC Press,0,1992,,Mohammad Modarres,3.5,2:0,5:1,082478958X,3:3
79280,"Risk Analysis in Engineering: Techniques, Tools, and Trends",1:0,401,4:2,total:8,13,1,CRC Press,0,2006,,Mohammad Modarres,4.5,2:0,5:5,1574447947,3:1
79281,City and Environment,1:0,240,4:2,total:7,28,6,Temple University Press,1,2006,,Christopher Boone,3.86,2:0,5:2,1592132847,3:3
79282,"The Marsh: (Gavkhuni) : A Novel (Bibliotheca Iranica. Persian Fiction in Translation Series, No 3)",1:84,71,4:582,total:1638,28,11,Mazda Publishers,0,1996,,جعفر مدرس صادقی,3.5700000000000003,2:157,5:336,156859044X,3:479
79286,Listening in: Radio and the American Imagination,1:2,432,4:37,total:95,25,2,Univ Of Minnesota Press,10,2004,eng,Susan J. Douglas,3.77,2:10,5:25,0816644233,3:21
79287,Where the Girls Are: Growing Up Female with the Mass Media,1:42,349,4:943,total:2470,28,3,Three Rivers Press,143,1995,en-US,Susan J. Douglas,3.92,2:111,5:757,0812925300,3:617
79288,"Inventing American Broadcasting, 1899-1922",1:0,400,4:10,total:27,1,2,Johns Hopkins University Press,2,1989,,Susan J. Douglas,4.19,2:0,5:11,0801838320,3:6
79293,Intimate Revolt (European Perspectives: A Series in Social Thought & Cultural Criticism),1:0,392,4:13,total:25,27,8,Columbia University Press,1,2003,,Julia Kristeva,3.92,2:2,5:6,023111415X,3:4
79295,Aztec,1:341,1042,4:4578,total:16138,11,11,Forge,17,2007,en-US,Gary Jennings,4.22,2:691,5:8253,0812521463,3:2275
79296,The Beloved Scoundrel,1:28,464,4:557,total:1684,26,6,Bantam,53,2012,,Iris Johansen,3.8200000000000003,2:116,5:502,0553590383,3:481
79297,Tai Chi Chuan: 24 & 48 Postures with Martial Applications,1:1,176,4:34,total:113,9,7,YMAA Publication Center,2,1996,,Shou-Yu Liang,4.2,2:6,5:55,1886969337,3:17
79298,Step-By-Step Tai Chi,1:0,144,4:21,total:59,1,10,Touchstone,4,1994,,Kam Chuen Lam,3.93,2:6,5:20,,3:12
79299,The Complete Book of Tai Chi Chuan: A Comprehensive Guide to the Principles and Practice,1:3,336,4:36,total:146,15,11,Tuttle Publishing,9,2002,,Wong Kiew Kit,3.92,2:10,5:57,0804834407,3:40
79300,Tai Chi: The Supreme Ultimate,1:0,208,4:18,total:56,1,5,Weiser Books,4,1983,,Lawrence Galante,3.88,2:3,5:17,0877284970,3:18
79301,"T'ai Chi for Seniors: How to Gain Flexibility, Strength, and Inner Peace",1:1,216,4:3,total:16,1,1,New Page Books,1,2004,,Philip Bonifonte,4.0,2:1,5:8,1564146979,3:3
79302,The Essence of T'ai Chi Ch'uan: The Literary Tradition,1:0,104,4:14,total:69,21,1,North Atlantic Books,9,1993,,Benjamin P. Lo,4.35,2:1,5:40,0913028630,3:14
79304,Classical Northern Wu Style Tai Ji Quan: The Fighting Art of the Manchurian Palace Guard,1:0,224,4:6,total:11,18,8,Blue Snake Books,1,2006,,Tina Chunna Zhang,3.64,2:1,5:1,1583941541,3:3
79306,The Inner Structure of Tai Chi: Mastering the Classic Forms of Tai Chi Chi Kung,1:3,264,4:25,total:74,15,12,Destiny Books,3,2005,,Mantak Chia,3.85,2:2,5:23,1594770581,3:21
79308,Tai Chi Chuan Martial Applications: Advanced Yang Style Tai Chi Chaun,1:0,384,4:16,total:66,5,11,YMAA Publication Center,0,1996,,Yang Jwing-Ming,4.21,2:2,5:33,1886969442,3:15
79309,Song: A Guide to Art Song Style and Literature,1:1,585,4:20,total:59,1,12,Hal Leonard Publishing Corporation,4,2006,,Carol Kimball,4.53,2:0,5:36,142341280X,3:2
79311,Tai Pan,1:196,679,4:15731,total:43367,1,7,Hodder & Stoughton,12,1999,eng,James Clavell,4.28,2:871,5:20419,0340750693,3:6150
79314,Roget's Thesaurus of English Words and Phrases,1:12,1232,4:116,total:435,4,7,Penguin,2,2002,eng,Peter Mark Roget,4.2,2:19,5:225,0141004428,3:63
79315,Bartlett's Roget's Thesaurus,1:0,1456,4:13,total:62,1,8,"Little, Brown and Company",3,1996,eng,John Bartlett,4.35,2:3,5:37,0316101389,3:9
79319,Random House Roget's Thesaurus,1:1,720,4:2,total:4,26,6,Ballantine Books,0,2001,,Ballantine Books,3.5,2:0,5:1,0345447263,3:0
79320,The New Roget's Thesaurus in dictionary form,1:9,512,4:54,total:167,1,8,Berkley,0,1990,,American Heritage,3.9699999999999998,2:10,5:68,,3:26
79321,Roget's Thesaurus of Phrases,1:0,373,4:3,total:12,1,2,MJF Books,2,2003,,Barbara Ann Kipfer,4.08,2:2,5:6,1567315704,3:1
79322,The Doubleday Roget's Thesaurus in Dictionary Form,1:1,804,4:0,total:8,21,7,Doubleday Books,0,1987,,Sidney L. Landau,4.0,2:0,5:5,0385239971,3:2
79323,Impressionist Palette,1:1,130,4:3,total:19,1,6,C&T Publishing,0,2010,,Gai Perry,3.84,2:1,5:8,1571200304,3:6
79324,Color from the Heart: Seven Great Ways to Make Quilts with Colors You Love,1:0,112,4:3,total:15,1,6,C&T Publishing,2,2010,,Gai Perry,4.07,2:1,5:7,1571200711,3:4
79325,Islam and the Destiny of Man,1:12,256,4:191,total:825,30,9,State University of New York Press,28,1985,,Charles Le Gai Eaton,4.41,2:26,5:511,088706163X,3:85
79328,Maigret at the Gai-Moulin,1:15,176,4:455,total:1066,21,4,Mariner Books,19,2003,eng,Georges Simenon,3.7199999999999998,2:53,5:199,015602845X,3:344
79329,Impressionist Quilts,1:1,130,4:4,total:18,1,4,C&T Publishing,0,2010,eng,Gai Perry,4.06,2:1,5:9,1571200037,3:3
79331,The Courage of Sarah Noble,1:164,64,4:1890,total:5809,30,10,Aladdin,296,1991,,Alice Dalgliesh,3.87,2:361,5:1918,0689715404,3:1476
79332,That Noble Dream: The 'Objectivity Question' and the American Historical Profession,1:22,664,4:186,total:504,2,9,Cambridge University Press,1,1989,,Peter Novick,3.56,2:56,5:99,0521343283,3:141
79333,Noble Purpose: Igniting Extraordinary Passion for Life and Wnoble Purpose: Igniting Extraordinary Passion for Life and Work Ork,1:0,126,4:1,total:4,1,4,American Diabetes Association,0,2005,,Barry Heermann,2.75,2:2,5:0,1932191046,3:1
79334,Noble Rot: A Bordeaux Wine Revolution,1:2,288,4:52,total:113,17,1,W. W. Norton  Company,7,2006,,William Echikson,3.59,2:11,5:15,0393326942,3:33
79336,The Four Noble Truths,1:5,166,4:251,total:795,19,1,Thorsons,27,1998,,Dalai Lama XIV,4.22,2:22,5:376,0722535503,3:141
79337,The Two Noble Kinsmen,1:26,95,4:355,total:1309,1,4,"Oxford University Press, USA",0,2006,,William Shakespeare,3.39,2:194,5:199,0197290450,3:535
79338,Spirituality in the Land of the Noble: How Iran Shaped the World's Religions,1:1,224,4:23,total:44,1,3,Oneworld Publications,4,2004,,Richard C. Foltz,3.89,2:2,5:10,1851683364,3:8
79339,"Rat King (Deathlands, #51)",1:2,352,4:28,total:108,1,9,Gold Eagle,0,2000,en-US,James Axler,3.51,2:15,5:23,0373625618,3:40
79340,"King Rat (Asian Saga, #4)",1:172,408,4:12290,total:32232,1,5,Hodder & Stoughton,9,2006,eng,James Clavell,4.14,2:925,5:12874,0340750685,3:5971
79343,Outlaw,1:0,288,4:23,total:105,1,2,Urban Books,4,2007,,Roy Glenn,4.51,2:0,5:68,1893196763,3:14
79344,Indian Art,1:5,256,4:60,total:163,27,10,Thames  Hudson,6,1997,,Roy C. Craven,3.76,2:10,5:42,0500203024,3:46
79346,Trouble at the Treasury (Capital Mysteries #7),1:6,96,4:104,total:340,29,7,Random House Books for Young Readers,19,2009,,Ron Roy,4.22,2:12,5:168,0375839690,3:50
79347,The System ( Unillustrated Version),1:2,208,4:3,total:18,16,12,Eye Contact Media Inc,1,2004,,Roy Valentine,3.0,2:5,5:3,0972918728,3:5
79348,Roy's Fish and Seafood: Recipes from the Pacific Rim,1:0,242,4:7,total:14,1,6,Ten Speed Press,1,2005,,Roy Yamaguchi,4.0,2:1,5:4,1580084826,3:2
79349,The Roy Stuart Collection,1:0,960,4:1,total:2,1,12,Taschen,0,2010,,Dian Hanson,4.5,2:0,5:1,3822839345,3:0
79350,Digressions on Some Poems by Frank O'Hara: A Memoir,1:1,336,4:60,total:168,21,4,"Farrar, Straus and Giroux",9,2004,,Joe LeSueur,3.99,2:8,5:58,0374529043,3:41
79351,The Four Pillars of Investing,1:53,240,4:1533,total:4256,26,4,McGraw-Hill Companies,156,2002,,William J. Bernstein,4.2,2:119,5:1910,0071385290,3:641
79352,Six Pillars of Self-Esteem,1:90,341,4:1982,total:5987,1,5,Bantam,378,1995,eng,Nathaniel Branden,4.17,2:240,5:2728,0553374397,3:947
79353,The Three Pillars of Zen,1:72,364,4:1820,total:5427,1,2,Beacon Press (MA),1,1993,,Philip Kapleau,4.12,2:193,5:2300,0807059757,3:1042
79355,Four Pillars of a Man's Heart: Bringing Strength into Balance,1:6,288,4:124,total:364,29,1,Multnomah,17,1999,,Stuart K. Weber,4.16,2:16,5:164,1576734501,3:54
79356,Pillar of Fire: America in the King Years 1963-65,1:41,768,4:717,total:2499,20,1,Simon  Schuster,125,1999,eng,Taylor Branch,4.34,2:61,5:1386,0684848090,3:294
79357,"501 French Verbs: Fully Conjugated in All the Tenses and Moods in a New Easy-To-Learn Format, Alphabetically Arranged",1:8,688,4:160,total:609,1,8,Barron's Educational Series,27,2003,,Christopher Kendris,4.22,2:23,5:310,0764124293,3:108
79361,Bear Cave Hill: (A Memoir),1:0,136,4:0,total:0,16,11,iUniverse,0,2006,,James M. Skibo,0.0,2:0,5:0,0595379397,3:0
79362,Ice Age Cave Bear: The Giant Beast That Terrified Ancient Humans,1:0,32,4:2,total:5,8,10,Crown Books for Young Readers,1,2002,,Barbara Hehner,4.2,2:0,5:2,0375813292,3:1
79363,"Birds of Prey, Vol. 6: The Battle Within",1:20,240,4:315,total:853,11,10,DC Comics,37,2006,eng,Gail Simone,4.01,2:28,5:308,1401210961,3:182
79364,"Birds of Prey, Vol. 7: Perfect Pitch",1:12,224,4:320,total:853,21,2,DC Comics,28,2007,eng,Gail Simone,4.02,2:29,5:303,1401211917,3:189
79365,"Birds of Prey, Vol. 4: Sensei and Student",1:10,168,4:447,total:1153,1,2,DC Comics,60,2005,eng,Gail Simone,4.11,2:34,5:441,1401204341,3:221
79367,"Birds of Prey, Vol. 5: Between Dark and Dawn",1:6,176,4:279,total:677,8,3,DC Comics,38,2006,eng,Gail Simone,3.95,2:23,5:201,1401209408,3:168
79368,"Birds of Prey, Vol. 3: Of Like Minds",1:22,144,4:573,total:1576,1,4,Titan Books (UK),78,2004,eng,Gail Simone,4.02,2:59,5:567,1840238364,3:355
79371,Understanding the Bird of Prey,1:0,378,4:6,total:21,1,11,Hancock House Publishers,2,2017,,Nic Fox,4.52,2:0,5:13,0888393172,3:2
79372,Infectious AIDS: Stretching the Germ Theory Beyond Its Limits,1:0,582,4:0,total:0,27,12,North Atlantic Books,0,1995,,Peter H. Duesberg,0.0,2:0,5:0,1556432046,3:0
79373,"Oncogenes, Aneuploidy, and AIDS: A Scientific Life & Times of Peter H. Duesberg",1:0,328,4:2,total:9,1,11,North Atlantic Books,1,2004,,Harvey Bialy,3.67,2:2,5:3,1556435312,3:2
79374,AIDS: The Good News is HIV Doesn't Cause It,1:0,200,4:0,total:0,28,4,Health Action Press,0,1995,,Peter H. Duesberg,0.0,2:0,5:0,0913571059,3:0
79375,Inventing the AIDS Virus,1:7,722,4:24,total:94,1,5,Regnery Publishing,11,1998,,Peter H. Duesberg,3.8,2:9,5:37,0895263998,3:17
79378,"Roses are Red (Alex Cross, #6)",1:387,416,4:22551,total:55325,1,10,Warner Vision,1140,2001,eng,James Patterson,4.04,2:1607,5:18669,0446605484,3:12111
79379,"Violets Are Blue (Alex Cross, #7)",1:522,391,4:20407,total:51408,1,10,Grand Central Publishing,1022,2002,eng,James Patterson,3.96,2:2055,5:16015,0446611212,3:12409
79380,The Schultz Site at Green Point: A Stratified Occupation Area in the Saginaw Valley of Michigan,1:0,317,4:0,total:0,1,1,U OF M MUSEUM ANTHRO ARCHAEOLOGY,0,1972,,James Edward Fitting,0.0,2:0,5:0,0932206662,3:0
79381,The Vanishing Point,1:39,369,4:404,total:1135,2,6,Mariner Books,169,2006,en-US,Mary Sharratt,3.67,2:113,5:272,0618462333,3:307
79383,Angel's Point of View,1:0,212,4:0,total:0,1,9,Xulon Press,0,2002,,Nancy E. Green,0.0,2:0,5:0,159160124X,3:0
79386,The Enemy at Home: The Cultural Left and Its Responsibility for 9/11,1:17,333,4:72,total:217,7,3,Doubleday Books,24,2007,eng,Dinesh D'Souza,3.71,2:13,5:65,0385510128,3:50
79387,Home Buying for Dummies,1:15,387,4:237,total:619,1,1,For Dummies,67,2006,eng,Eric Tyson,3.6,2:48,5:105,0471768472,3:214
79389,Better Homes and Gardens New Cook Book,1:3055,656,4:33979,total:118506,12,9,,3,2006,eng,Better Homes and Gardens,4.15,2:5042,5:56504,0696225654,3:19926
79391,"Black & Decker The Complete Photo Guide to Home Improvement: With 300 Projects and 2,000 Photos",1:1,600,4:32,total:85,1,9,Creative Publishing international,3,2005,eng,Black & Decker,3.85,2:6,5:24,1589232127,3:22
79392,Home Ground: Language for an American Landscape,1:2,480,4:95,total:275,15,9,Trinity University Press,42,2006,,Barry  Lopez,4.4,2:6,5:150,1595340246,3:22
79393,Sidetracked Home Executives: From Pigpen to Paradise,1:15,192,4:418,total:1269,1,2,Grand Central Publishing,121,2001,eng,Pam Young,3.95,2:84,5:451,0446677671,3:301
79394,Manual of Environmental Microbiology,1:0,1293,4:0,total:0,14,5,ASM Press,0,2007,,Christon J. Hurst,0.0,2:0,5:0,1555813798,3:0
79396,Modeling the Metabolic and Physiologic Activities of Microorganisms,1:0,296,4:0,total:0,17,9,Wiley,0,1992,,Christon J. Hurst,0.0,2:0,5:0,0471542717,3:0
79398,"Writing Home: Immigrants in Brazil and the United States, 1890-1891",1:0,698,4:0,total:1,19,2,East European Monographs,0,1987,,Witold Kula,3.0,2:0,5:0,0880331070,3:1
79400,The Most Beautiful House in the World,1:6,224,4:178,total:414,1,7,Penguin Books,36,1990,,Witold Rybczynski,3.8200000000000003,2:16,5:94,0140105662,3:120
79401,Wars of Independence in Spanish America,1:0,325,4:1,total:1,1,3,Rowman & Littlefield Publishers,0,2000,,Colin M. MacLachlan,4.0,2:0,5:0,0842024697,3:0
79403,Modeling Disease Transmission and Its Prevention by Disinfection,1:0,428,4:0,total:0,14,11,Cambridge University Press,0,1996,,Christon J. Hurst,0.0,2:0,5:0,0521481317,3:0
79405,World History of Warfare,1:1,626,4:31,total:70,1,10,University of Nebraska Press,5,2002,,Christon I. Archer,3.83,2:3,5:16,0803244231,3:19
79410,Looking Around: A Journey Through Architecture,1:2,301,4:109,total:237,1,12,Penguin Books,17,1993,en-US,Witold Rybczynski,3.87,2:6,5:54,0140168893,3:66
79411,Taming the Tiger: The Struggle to Control Technology,1:0,272,4:4,total:11,5,2,Penguin Books,2,1985,,Witold Rybczynski,3.64,2:1,5:2,014007564X,3:4
79415,My Family and Other Animals,1:368,400,4:12114,total:35702,1,10,House of Stratus,2,2003,,Gerald Durrell,4.25,2:1113,5:17097,0755111974,3:5010
79418,The Measure of a Man: A Spiritual Autobiography,1:293,255,4:3354,total:9893,26,1,HarperOne,6,2007,eng,Sidney Poitier,3.7199999999999998,2:877,5:2610,006135791X,3:2759
79420,Man Gone Down,1:128,431,4:418,total:1376,7,12,"Grove Press, Black Cat",248,2006,eng,Michael Thomas,3.23,2:216,5:183,0802170293,3:431
79421,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,1:244,351,4:4254,total:16030,23,12,Kregel Publications,662,2002,eng,Paul Hattaway,4.35,2:426,5:9123,082546207X,3:1983
79422,"Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",1:373,144,4:9795,total:27202,22,11,Vertigo,415,2006,eng,Brian K. Vaughan,4.21,2:828,5:12369,1401210104,3:3837
79423,As a Man Thinketh,1:895,52,4:15066,total:53797,7,9,Wildside Press,12,2005,,James Allen,4.29,2:1851,5:28947,1557423601,3:7038
79424,"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire",1:409,202,4:4218,total:13618,1,10,Sounds True,837,2004,eng,David Deida,4.1,2:690,5:6155,1591792576,3:2146
79425,The Stinky Cheese Man 10th Anniversary,1:1600,56,4:25245,total:89490,27,5,Viking Juvenile,15,2002,,Jon Scieszka,4.2,2:3591,5:44523,0670035696,3:14531
79426,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",1:360,144,4:9544,total:26476,1,5,Vertigo,383,2006,eng,Brian K. Vaughan,4.23,2:640,5:12138,1401210090,3:3794
79427,The Ice Man: Confessions of a Mafia Contract Killer,1:143,410,4:2598,total:7563,27,6,St. Martin's Press,516,2006,en-US,Philip Carlo,4.14,2:295,5:3310,0312349289,3:1217
79428,The Abolition of Man,1:395,113,4:7321,total:21574,7,4,HarperOne,1077,2015,eng,C.S. Lewis,4.09,2:916,5:8938,0060652942,3:4004
79431,"A Glossary of the Construction, Decoration and Use of Arms and Armor in All Countries and in All Times",1:0,704,4:28,total:80,2,7,Dover Publications,9,1999,en-US,George Cameron Stone,4.14,2:3,5:33,0486407268,3:16
79439,Sufism and Wisdom,1:4,31,4:1,total:24,1,4,M.T.O. Shahmaghsoudi,1,1999,,Salaheddin Ali Nader Shah Angha,4.04,2:0,5:16,0910735956,3:3
79440,The Fragrance of Sufism,1:2,134,4:0,total:17,28,12,University Press of America,1,1995,,Salaheddin Ali Nader Shah Angha,4.53,2:0,5:15,0819197947,3:0
79441,Sufism,1:2,169,4:3,total:33,1,11,M.T.O. Shahmaghsoudi,0,1997,,Salaheddin Ali Nader Shah Angha,4.55,2:0,5:26,0910735743,3:2
79442,Ghazaliat: Shahmaghsoudi (Angha) Heritage Series on Sufism,1:2,198,4:4,total:37,15,8,University Press of America,0,1996,,Sadegh Angha,4.41,2:2,5:27,0761802819,3:2
79443,Peace,1:0,79,4:0,total:7,1,12,MTO Printing & Publication Center,0,1987,,Salaheddin Ali Nader Shah Angha,5.0,2:0,5:7,0910735123,3:0
79444,Al Rasael,1:0,130,4:0,total:6,4,4,University Press of America,0,1986,,Salaheddin Ali Nader Shah Angha,5.0,2:0,5:6,081915332X,3:0
79445,Chanteh: The Gnostic's Cosmos,1:0,191,4:0,total:6,1,9,M.T.O. Shahmaghsoudi,0,1998,,Sadegh Angha,5.0,2:0,5:6,0910735778,3:0
79446,Approaching Promise,1:0,51,4:1,total:5,28,2,School of Islamic Sufism Maktab Tarighat Oveyssi Shahmaghsou,0,1989,,Shahmaghsoud,4.8,2:0,5:4,0819174033,3:0
79457,Solitary Sex: A Cultural History of Masturbation,1:6,504,4:57,total:141,1,10,Zone Books,13,2004,eng,Thomas W. Laqueur,3.8,2:10,5:39,1890951331,3:29
79458,Sex: A Natural History,1:2,544,4:13,total:40,11,2,Holt Paperbacks,5,2003,,Joann Ellison Rodgers,3.38,2:6,5:6,0805072810,3:13
79459,A Natural History of Sex: The Ecology and Evolution of Mating Behavior,1:0,192,4:24,total:63,3,3,Firefly Books,9,2001,,Adrian Forsyth,4.13,2:3,5:25,1552094812,3:11
